id,dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas_domingo,comuna,direccion,latitud,longitud,mesas_presidente_lunes,mesas_presidente_martes_a_jueves,mesas_presidente_viernes,mesas_presidente_sábado,total_mujeres,total_hombres,total_censo,puesto_adscrito_lunes_a_sábado
1,01,001,01,01,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,5054,7363,12417,36,"01COMUNA 1
POPULAR",KR 29 # 102 - 20,6.291166854,-75.54110522,,,,,,,,
2,01,001,01,02,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,9209,6191,15400,44,"01COMUNA 1
POPULAR",CL 106 # 32-100,6.293491162,-75.5423206,,,,,,,,
3,01,001,01,03,ANTIOQUIA,MEDELLIN,IE MARIA  DE LOS ANGELES CANO MARQUEZ,4546,3979,8525,25,"01COMUNA 1
POPULAR",CR 36B 102C 54,6.292281354,-75.54450178,,,,,,,,
4,01,001,01,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,4880,4013,8893,26,"01COMUNA 1
POPULAR",CL 96 # 36-45,6.286822875,-75.54634394,,,,,,,,
5,01,001,01,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,2701,2470,5171,15,"01COMUNA 1
POPULAR",Cra 39A # 104-23,6.292913702,-75.54774715,,,,,,,,
6,01,001,01,06,ANTIOQUIA,MEDELLIN,IE LA AVANZADA,1379,1069,2448,7,"01COMUNA 1
POPULAR",CRA 27 No 106BB-65,6.294368802,-75.53912846,,,,,,,,
7,01,001,01,07,ANTIOQUIA,MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,1275,1180,2455,7,"01COMUNA 1
POPULAR",CALLE 97 # 23-12,6.286901662,-75.53825245,,,,,,,,
8,01,001,01,08,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,3709,3479,7188,21,"01COMUNA 1
POPULAR",CRA 28 No 107-425,6.297172375,-75.53908901,,,,,,,,
9,01,001,01,09,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO  HORIZONTE 2,1924,9394,11318,32,"01COMUNA 1
POPULAR",CARRERA 37 No 107AA  21,6.297678128,-75.54560659,,,,,,,,
10,01,001,02,01,ANTIOQUIA,MEDELLIN,I.E. NUEVO  HORIZONTE - PAULO  VI,3527,6639,10166,29,"01COMUNA 1
POPULAR",KR 42B # 110 A 28,6.29877061,-75.54621227,,,,,,,,
11,01,001,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA  PROVIDENCIA,8776,3111,11887,34,"01COMUNA 1
POPULAR",CL 108 NO 43B - 17,6.297555311,-75.54915822,,,,,,,,
12,01,001,02,03,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,4517,3029,7546,22,"01COMUNA 1
POPULAR",CALLE 95 #42 B 44,6.286594344,-75.55026599,,,,,,,,
13,01,001,02,04,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,3062,2493,5555,16,"01COMUNA 1
POPULAR",Cra 45 # 108-110,6.298627042,-75.54942031,,,,,,,,
14,01,001,02,05,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,5870,2698,8568,25,"01COMUNA 1
POPULAR",Cra 42B 95A -23,6.286822977,-75.54990857,,,,,,,,
15,01,001,03,01,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,7249,6966,14215,41,"02COMUNA 2
SANTA  CRUZ",CL 122 # 51B-30,6.306288399,-75.5550337,,,,,,,,
16,01,001,03,02,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,8275,6372,14647,42,"02COMUNA 2
SANTA  CRUZ",KR 49A #107-65,6.298030595,-75.55371011,,,,,,,,
17,01,001,03,03,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,4911,3840,8751,25,"02COMUNA 2
SANTA  CRUZ",CRA 48 No 103B-01,6.294020058,-75.55389806,,,,,,,,
18,01,001,03,04,ANTIOQUIA,MEDELLIN,SEC ESC LA FRONTERA,2393,1779,4172,12,"02COMUNA 2
SANTA  CRUZ",CALLE 122 No 50A 14,6.305745681,-75.55265288,,,,,,,,
19,01,001,04,01,ANTIOQUIA,MEDELLIN,I.E. BARRIO  SANTA  CRUZ,5853,5143,10996,32,"02COMUNA 2
SANTA  CRUZ",CL 103 # 43A - 45,6.292401391,-75.55040017,,,,,,,,
20,01,001,04,02,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,5641,4428,10069,29,"02COMUNA 2
SANTA  CRUZ",KR 49 # 98-48,6.290124902,-75.55600184,,,,,,,,
21,01,001,04,03,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,5317,4179,9496,27,"02COMUNA 2
SANTA  CRUZ",KR 50B # 97A-30,6.29078631,-75.55952246,,,,,,,,
22,01,001,05,01,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,8685,6819,15504,44,"03COMUNA 3
MANRIQUE",CARRERA 36 # 85 B 140,6.278336407,-75.54611539,,,,,,,,
23,01,001,05,02,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,6634,5515,12149,35,"03COMUNA 3
MANRIQUE",CLL 82 No 39 - 69,6.273570672,-75.54914398,,,,,,,,
24,01,001,05,03,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,6857,1669,8526,25,"03COMUNA 3
MANRIQUE",KR 37 # 71-47,6.266246132,-75.54874489,,,,,,,,
25,01,001,05,04,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),6448,8355,14803,42,"03COMUNA 3
MANRIQUE",CL 71 No 33-18,6.265584841,-75.54579958,,,,,,,,
26,01,001,05,05,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,3621,2803,6424,19,"03COMUNA 3
MANRIQUE",Cra 30A  # 77 - 04,6.269724663,-75.54351044,,,,,,,,
27,01,001,05,06,ANTIOQUIA,MEDELLIN,IE BELLO ORIENTE,1364,1194,2558,8,"03COMUNA 3
MANRIQUE",CRA 23B No 84B-27,6.276973686,-75.5380888,,,,,,,,
28,01,001,05,07,ANTIOQUIA,MEDELLIN,IE JOSE ROBERTO VASQUEZ,1992,1687,3679,11,"03COMUNA 3
MANRIQUE",CLL 76 No 39-160,6.26865596,-75.55012904,,,,,,,,
29,01,001,05,08,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,3236,3813,7049,20,"03COMUNA 3
MANRIQUE",CR 37 75A 2,6.269048448,-75.54826735,,,,,,,,
30,01,001,06,01,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,6441,5533,11974,34,"03COMUNA 3
MANRIQUE",KR 44A NO 93-87,6.285049682,-75.55214255,,,,,,,,
31,01,001,06,02,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,7444,6099,13543,39,"03COMUNA 3
MANRIQUE",Cra 45 # 72-80,6.268177654,-75.5548682,,,,,,,,
32,01,001,06,03,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,4086,4049,8135,23,"03COMUNA 3
MANRIQUE",KR 41B # 66E-50,6.262210799,-75.55235362,,,,,,,,
33,01,001,06,04,ANTIOQUIA,MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,2590,2176,4766,14,"03COMUNA 3
MANRIQUE",CLL 93 No 40-42,6.284413782,-75.54930121,,,,,,,,
34,01,001,07,01,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,6757,5871,12628,36,"04COMUNA 4
ARANJUEZ",KR 48 # 93-13,6.284762354,-75.55553633,,,,,,,,
35,01,001,07,02,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,5767,4780,10547,30,"04COMUNA 4
ARANJUEZ",Cra 50D # 90-49,6.28232846,-75.56037671,,,,,,,,
36,01,001,07,03,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE  AVENDAÑO,6054,5393,11447,33,"04COMUNA 4
ARANJUEZ",CL 92 # 51A-100,6.283670028,-75.5628083,,,,,,,,
37,01,001,07,04,ANTIOQUIA,MEDELLIN,I.E. CAMPO  VALDES,6555,5706,12261,35,"04COMUNA 4
ARANJUEZ",CL 83 # 47-33,6.27565983,-75.55588542,,,,,,,,
38,01,001,07,05,ANTIOQUIA,MEDELLIN,I.E.SAN  JUAN BOSCO,2015,1396,3411,10,"04COMUNA 4
ARANJUEZ",CALLE 82 # 50C-10,6.275876296,-75.5611062,,,,,,,,
39,01,001,07,06,ANTIOQUIA,MEDELLIN,I.E. JOSE EUSEBIO CARO,1843,1677,3520,10,"04COMUNA 4
ARANJUEZ",CR 50 A 93 77,6.285556325,-75.55858516,,,,,,,,
40,01,001,07,07,ANTIOQUIA,MEDELLIN,IE LORENZA VILLEGAS DE SANTOS,2050,1416,3466,10,"04COMUNA 4
ARANJUEZ",CRA 51 No 87 - 40,6.280367265,-75.56093083,,,,,,,,
41,01,001,07,08,ANTIOQUIA,MEDELLIN,SEC ESC TOMAS  CARRASQUILLA No 1,860,832,1692,5,"04COMUNA 4
ARANJUEZ",CRA 52 No 92 - 05,6.283695205,-75.56318987,,,,,,,,
42,01,001,08,01,ANTIOQUIA,MEDELLIN,I.E. ALFONSO MORA  NARANJO,5261,4580,9841,28,"04COMUNA 4
ARANJUEZ",KR 48A # 77-68,6.271218542,-75.55721767,,,,,,,,
43,01,001,08,02,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA  BRAVO  MARQUEZ,4113,3588,7701,22,"04COMUNA 4
ARANJUEZ",CL 70 # 47A-04,6.265626251,-75.55734408,,,,,,,,
44,01,001,08,03,ANTIOQUIA,MEDELLIN,I.E. FRANCISCO MIRANDA,7926,6509,14435,41,"04COMUNA 4
ARANJUEZ",KR 51C # 79-56,6.274080251,-75.56360091,,,,,,,,
45,01,001,08,04,ANTIOQUIA,MEDELLIN,I.E. JAVIERA  LONDOÑO SEVILLA,6069,6004,12073,35,"04COMUNA 4
ARANJUEZ",CL 71 # 51D-26,6.267947877,-75.5649639,,,,,,,,
46,01,001,08,05,ANTIOQUIA,MEDELLIN,I.E. EL BOSQUE,2475,2262,4737,14,"04COMUNA 4
ARANJUEZ",Cra 58 # 85B 81,6.280000696,-75.56709256,,,,,,,,
47,01,001,08,06,ANTIOQUIA,MEDELLIN,SEC ESC JULIO ARBOLEDA,1140,1004,2144,7,"04COMUNA 4
ARANJUEZ",CR 51 78 12,6.272841141,-75.5625271,,,,,,,,
48,01,001,08,07,ANTIOQUIA,MEDELLIN,SEC. ESC. PORFIRIO BARBA  JACOB,449,359,808,3,"04COMUNA 4
ARANJUEZ",CR 47 74 32,6.268782508,-75.55656402,,,,,,,,
49,01,001,08,08,ANTIOQUIA,MEDELLIN,IE FE Y ALEGRIA LUIS AMIGO  MORAVIA,1352,1201,2553,8,"04COMUNA 4
ARANJUEZ",CARRERA 58 No 84 40,6.279120867,-75.56641748,,,,,,,,
50,01,001,09,01,ANTIOQUIA,MEDELLIN,I.E. JULIO CESAR  GARCIA,5777,4790,10567,30,"05COMUNA 5
CASTILLA",CL 111A # 65-26,6.306700601,-75.56414802,,,,,,,,
51,01,001,09,02,ANTIOQUIA,MEDELLIN,IE DIEGO  ECHAVARRIA MISAS,6222,5076,11298,32,"05COMUNA 5
CASTILLA",CALLE 111 No 70 68,6.308277247,-75.56913902,,,,,,,,
52,01,001,09,03,ANTIOQUIA,MEDELLIN,I.E. PBRO ANTONIO JOSE BERNAL  LONDOÑO SJ,6770,6852,13622,39,"05COMUNA 5
CASTILLA",CL 105A # 63A-200,6.301656343,-75.55932885,,,,,,,,
53,01,001,09,04,ANTIOQUIA,MEDELLIN,I.E.SEBASTIAN DE BELALCAZAR,1714,1428,3142,9,"05COMUNA 5
CASTILLA",CALLE 103EE  # 63D-185,6.298573304,-75.5654747,,,,,,,,
54,01,001,09,05,ANTIOQUIA,MEDELLIN,SEC ESC TRICENTENARIO,5037,4442,9479,27,"05COMUNA 5
CASTILLA",CRA 63A No 94A-23,6.292235429,-75.56456354,,,,,,,,
55,01,001,09,06,ANTIOQUIA,MEDELLIN,SEC ESC TOSCANA,1520,1289,2809,8,"05COMUNA 5
CASTILLA",CLL 111G No 64A-16,6.306240333,-75.55934724,,,,,,,,
56,01,001,10,01,ANTIOQUIA,MEDELLIN,I.E. MARIA  MONTESSORI,7614,5725,13339,38,"05COMUNA 5
CASTILLA",KR 69A # 92C-87,6.286894793,-75.5750187,,,,,,,,
57,01,001,10,02,ANTIOQUIA,MEDELLIN,ITM CASTILLA,8950,8117,17067,49,"05COMUNA 5
CASTILLA",CR 65 No 98 A - 75,6.293913651,-75.56934225,,,,,,,,
58,01,001,10,03,ANTIOQUIA,MEDELLIN,I.E. DINAMARCA,3265,2976,6241,18,"05COMUNA 5
CASTILLA",Calle 91 No 65-119,6.282564501,-75.57295213,,,,,,,,
59,01,001,10,04,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE URUGUAY,6731,5543,12274,35,"05COMUNA 5
CASTILLA",CL 91A No 70A-123,6.283788462,-75.5769027,,,,,,,,
60,01,001,10,05,ANTIOQUIA,MEDELLIN,IE FELIX DE BEDOUT MORENO,2316,1910,4226,12,"05COMUNA 5
CASTILLA",CLL 108 No 70-39,6.306115903,-75.56941776,,,,,,,,
61,01,001,10,06,ANTIOQUIA,MEDELLIN,TERMINAL DE TRANSPORTES DEL NORTE,1265,1378,2643,8,"05COMUNA 5
CASTILLA",CR 64 C No 78  580,6.278991986,-75.57134585,,,,,,,,
62,01,001,11,01,ANTIOQUIA,MEDELLIN,I.E. CIUDADELA LAS AMERICAS,6627,5324,11951,34,"06COMUNA 6
DOCE DE OCTUBRE",CL 111 # 79-77,6.308662012,-75.57525815,,,,,,,,
63,01,001,11,02,ANTIOQUIA,MEDELLIN,I.E. PROGRESAR,3944,3214,7158,21,"06COMUNA 6
DOCE DE OCTUBRE",KR 83A # 106 D 5,6.308670018,-75.58061194,,,,,,,,
64,01,001,11,03,ANTIOQUIA,MEDELLIN,SEC. ESC. LEON DE GREIFF,3809,2806,6615,19,"06COMUNA 6
DOCE DE OCTUBRE",CL 101CC # 82E-72,6.302181313,-75.58072335,,,,,,,,
65,01,001,11,04,ANTIOQUIA,MEDELLIN,I.E. DOCE DE OCTUBRE,3934,2780,6714,19,"06COMUNA 6
DOCE DE OCTUBRE",KR 77B # 103-05,6.30294599,-75.57689072,,,,,,,,
66,01,001,11,05,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA  ESPINOSA PRIETO  - CASD,1552,1383,2935,9,"06COMUNA 6
DOCE DE OCTUBRE",CLL 99 No 72-192,6.296819332,-75.57520729,,,,,,,,
67,01,001,11,06,ANTIOQUIA,MEDELLIN,I.E. EL TRIUNFO SANTA  TERESA,2090,1691,3781,11,"06COMUNA 6
DOCE DE OCTUBRE",CL 104 D 82 GG 20,6.306604713,-75.58117992,,,,,,,,
68,01,001,11,07,ANTIOQUIA,MEDELLIN,I.E. SANTA  JUANA  DE LESTONNAC,4238,3747,7985,23,"06COMUNA 6
DOCE DE OCTUBRE",CRA 76A No 103C-43,6.302522339,-75.57540757,,,,,,,,
69,01,001,11,08,ANTIOQUIA,MEDELLIN,I.E. JESUS MARIA  VALLE,2924,2431,5355,16,"06COMUNA 6
DOCE DE OCTUBRE",CLL 101 No 83-21,6.300548284,-75.58209516,,,,,,,,
70,01,001,12,01,ANTIOQUIA,MEDELLIN,I.E.MAESTRO FERNANDO BOTERO,5437,4326,9763,28,"06COMUNA 6
DOCE DE OCTUBRE",CL 104 # 72A-80,6.301489965,-75.57202136,,,,,,,,
71,01,001,12,02,ANTIOQUIA,MEDELLIN,I.E.ALFREDO COCK ARANGO,5281,4331,9612,28,"06COMUNA 6
DOCE DE OCTUBRE",KR 72 # 99-55,6.296449124,-75.57343688,,,,,,,,
72,01,001,12,03,ANTIOQUIA,MEDELLIN,SEC.ESC.SAN MARTIN  DE PORRES,3915,2896,6811,20,"06COMUNA 6
DOCE DE OCTUBRE",KR 75A # 97-135,6.295917698,-75.57858343,,,,,,,,
73,01,001,12,04,ANTIOQUIA,MEDELLIN,I.E. KENNEDY,6367,4483,10850,31,"06COMUNA 6
DOCE DE OCTUBRE",CRA 76A  No 92-200,6.290818503,-75.58157482,,,,,,,,
74,01,001,12,05,ANTIOQUIA,MEDELLIN,SEC.CONCENTRACION EDUC.KENNEDY,4223,3903,8126,23,"06COMUNA 6
DOCE DE OCTUBRE",CRA 76 A # 92-131,6.290440821,-75.58189468,,,,,,,,
75,01,001,12,06,ANTIOQUIA,MEDELLIN,I.E. JORGE ELIECER  GAITAN,2085,1464,3549,11,"06COMUNA 6
DOCE DE OCTUBRE",CALLE 92 # 83-41,6.289972659,-75.58518474,,,,,,,,
76,01,001,12,07,ANTIOQUIA,MEDELLIN,SEC. ESC. EL PEDREGAL,2570,2495,5065,15,"06COMUNA 6
DOCE DE OCTUBRE",CLL 104E No 74-109,6.303340063,-75.57286642,,,,,,,,
77,01,001,12,08,ANTIOQUIA,MEDELLIN,I.E.LA ESPERANZA,2075,1561,3636,11,"06COMUNA 6
DOCE DE OCTUBRE",CRA 73B No 96-09,6.292935807,-75.57728245,,,,,,,,
78,01,001,12,09,ANTIOQUIA,MEDELLIN,SENA PEDREGAL,138,132,270,1,"06COMUNA 6
DOCE DE OCTUBRE",CL 104 69 120,6.302078011,-75.56856157,,,,,,,,
79,01,001,13,01,ANTIOQUIA,MEDELLIN,I.E. SAN VICENTE DE PAUL,5213,4366,9579,28,"07COMUNA 7
ROBLEDO",KR 71A # 79D-01,6.278977906,-75.57883203,,,,,,,,
80,01,001,13,02,ANTIOQUIA,MEDELLIN,SEC.ESC. EL DIAMANTE,5059,3693,8752,25,"07COMUNA 7
ROBLEDO",CL 79A # 86-09,6.28520345,-75.58719712,,,,,,,,
81,01,001,13,03,ANTIOQUIA,MEDELLIN,I.E.EL DIAMANTE (SEDE BTO),4595,4358,8953,26,"07COMUNA 7
ROBLEDO",CARRERA 87 No. 79-05,6.286020128,-75.58813914,,,,,,,,
82,01,001,13,04,ANTIOQUIA,MEDELLIN,I.E. VILLA DE LA CANDELARIA,6244,4914,11158,32,"07COMUNA 7
ROBLEDO",CALLE 77A # 90D-35,6.284970871,-75.59370746,,,,,,,,
83,01,001,13,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA SAN JOSE,3531,2447,5978,17,"07COMUNA 7
ROBLEDO",CALLE 86 # 92-60,6.291201805,-75.59027938,,,,,,,,
84,01,001,13,06,ANTIOQUIA,MEDELLIN,TECNOLOGICO DE ANTIOQUIA,5788,4675,10463,30,"07COMUNA 7
ROBLEDO",CALLE 78B # 72A-220,6.279943726,-75.58319273,,,,,,,,
85,01,001,13,07,ANTIOQUIA,MEDELLIN,IE JESUS REY,3596,2863,6459,19,"07COMUNA 7
ROBLEDO",CRA 88 No 77A-11,6.28333392,-75.59216854,,,,,,,,
86,01,001,13,08,ANTIOQUIA,MEDELLIN,IE AURES,2981,2488,5469,16,"07COMUNA 7
ROBLEDO",CRA 96A No 77E-15,6.290207709,-75.59652641,,,,,,,,
87,01,001,14,01,ANTIOQUIA,MEDELLIN,IE MON GERARDO VALENCIA CANO,2936,2204,5140,15,"07COMUNA 7
ROBLEDO",CL 65 # 74 B - 273,6.269116601,-75.58771621,,,,,,,,
88,01,001,14,02,ANTIOQUIA,MEDELLIN,I.E. JORGE ROBLEDO,6230,5266,11496,33,"07COMUNA 7
ROBLEDO",CL 65 # 87-74,6.276756119,-75.59747494,,,,,,,,
89,01,001,14,03,ANTIOQUIA,MEDELLIN,I.E.MARISCAL ROBLEDO,3261,3681,6942,20,"07COMUNA 7
ROBLEDO",CALLE 65 # 84-87,6.275322073,-75.59589876,,,,,,,,
90,01,001,14,04,ANTIOQUIA,MEDELLIN,SEC.ESC. SANTA  MARGARITA,4643,3589,8232,24,"07COMUNA 7
ROBLEDO",KR 105B # 62-68,6.276630324,-75.61587606,,,,,,,,
91,01,001,14,05,ANTIOQUIA,MEDELLIN,INSTITUTO FERRINI  - SEDE ROBLEDO,7300,6368,13668,39,"07COMUNA 7
ROBLEDO",CALLE 76 # 80-431,6.278003784,-75.59226952,,,,,,,,
92,01,001,14,06,ANTIOQUIA,MEDELLIN,I.E.CAMILO MORA  CARRASQUILLA,2012,1953,3965,12,"07COMUNA 7
ROBLEDO",CALLE 62D # 94B-74,6.278279244,-75.60616622,,,,,,,,
93,01,001,14,07,ANTIOQUIA,MEDELLIN,COL MAYOR  DE ANTIOQUIA,2903,2494,5397,16,"07COMUNA 7
ROBLEDO",CRA 78 No 65-46,6.273238947,-75.59201863,,,,,,,,
94,01,001,14,08,ANTIOQUIA,MEDELLIN,IE BARRIO  OLAYA  HERRERA,1427,1091,2518,8,"07COMUNA 7
ROBLEDO",CRA 101C No 58-44,6.27415392,-75.60988681,,,,,,,,
95,01,001,15,01,ANTIOQUIA,MEDELLIN,I.E. JUAN DE DIOS CARVAJAL,4722,4367,9089,26,"08COMUNA 8
VILLA HERMOSA",CL 65AA # 36-39,6.255682719,-75.55085428,,,,,,,,
96,01,001,15,02,ANTIOQUIA,MEDELLIN,I.E. JUAN DE LA CRUZ POSADA,2615,2140,4755,14,"08COMUNA 8
VILLA HERMOSA",CL 62 # 39-22,6.253773816,-75.55464422,,,,,,,,
97,01,001,15,03,ANTIOQUIA,MEDELLIN,I.E.JOSE  CELESTINO MUTIS,2981,2455,5436,16,"08COMUNA 8
VILLA HERMOSA",CALLE 65 No. 45-15,6.258885719,-75.5568616,,,,,,,,
98,01,001,15,04,ANTIOQUIA,MEDELLIN,I.T.M. (CAMPUS FRATERNIDAD),1951,1892,3843,11,"08COMUNA 8
VILLA HERMOSA",CALLE 54A No. 30-01,6.245339927,-75.55105149,,,,,,,,
99,01,001,15,05,ANTIOQUIA,MEDELLIN,SEC.ESC.JULIA AGUDELO,10750,8353,19103,54,"08COMUNA 8
VILLA HERMOSA",CL 58 # 28-58,6.249824563,-75.54891756,,,,,,,,
100,01,001,15,06,ANTIOQUIA,MEDELLIN,SEC.ESC.NIÑO JESUS DE PRAGA,2861,1955,4816,14,"08COMUNA 8
VILLA HERMOSA",CALLE 57C No. 23-200,6.248594251,-75.5458064,,,,,,,,
101,01,001,15,07,ANTIOQUIA,MEDELLIN,I.E.SOL DE ORIENTE,1790,1544,3334,10,"08COMUNA 8
VILLA HERMOSA",CARRERA 23 No. 56EH - 200,6.24488959,-75.5407351,,,,,,,,
102,01,001,15,08,ANTIOQUIA,MEDELLIN,I.E. LUIS CARLOS  GALAN  SARMIENTO,3015,2735,5750,17,"08COMUNA 8
VILLA HERMOSA",CRA 24B No 57EE-45,6.250286245,-75.54672604,,,,,,,,
103,01,001,15,09,ANTIOQUIA,MEDELLIN,IE ESC NORMAL SUPERIOR DE MEDELLIN,1575,1268,2843,9,"08COMUNA 8
VILLA HERMOSA",CRA 34 No 65 - 02,6.254047246,-75.54872567,,,,,,,,
104,01,001,16,01,ANTIOQUIA,MEDELLIN,SEC. ESC. VILLA TURBAY,2738,2108,4846,14,"08COMUNA 8
VILLA HERMOSA",KR 2 # 55F-17,6.235827897,-75.53011677,,,,,,,,
105,01,001,16,02,ANTIOQUIA,MEDELLIN,SECCION ESCUELA HOGAR  ANTIOQUIA,1616,1276,2892,9,"08COMUNA 8
VILLA HERMOSA",CR 12 52 42,6.234071092,-75.53891675,,,,,,,,
106,01,001,16,03,ANTIOQUIA,MEDELLIN,SEC ESC SOR MARIA  LUISA COURBIN,4453,3467,7920,23,"08COMUNA 8
VILLA HERMOSA",KR 12 # 52-44,6.233751024,-75.53839209,,,,,,,,
107,01,001,16,04,ANTIOQUIA,MEDELLIN,I.E. SAN FRANCISCO DE ASIS,4455,3690,8145,24,"08COMUNA 8
VILLA HERMOSA",CL 56 # 16-18,6.238573408,-75.53954748,,,,,,,,
108,01,001,16,05,ANTIOQUIA,MEDELLIN,IE FELIX HENAO  BOTERO,4438,3769,8207,24,"08COMUNA 8
VILLA HERMOSA",CLL 52 No 23-51,6.240912947,-75.54666278,,,,,,,,
109,01,001,16,06,ANTIOQUIA,MEDELLIN,IE GABRIEL GARCIA  MARQUEZ,784,539,1323,4,"08COMUNA 8
VILLA HERMOSA",CRA 8A No. 57A - 93,6.236653237,-75.5334414,,,,,,,,
110,01,001,17,01,ANTIOQUIA,MEDELLIN,I.E.GUADALUPANO LA SALLE,6200,4942,11142,32,"09COMUNA 9
BUENOS AIRES",CALLE 49 No. 17 B 21,6.23633731,-75.5443173,,,,,,,,
111,01,001,17,02,ANTIOQUIA,MEDELLIN,IE MERCEDITAS GOMEZ  MARTINEZ,5725,4414,10139,29,"09COMUNA 9
BUENOS AIRES",CL 45 # 18-03,6.233712173,-75.54671297,,,,,,,,
112,01,001,17,03,ANTIOQUIA,MEDELLIN,I.E. MANUEL JOSÉ CAYZEDO,5131,4645,9776,28,"09COMUNA 9
BUENOS AIRES",CL 50 29 82,6.24148474,-75.55218121,,,,,,,,
113,01,001,17,04,ANTIOQUIA,MEDELLIN,I.E. LA MILAGROSA,9265,7372,16637,47,"09COMUNA 9
BUENOS AIRES",KR 29 # 41-14,6.235232971,-75.55479397,,,,,,,,
114,01,001,17,05,ANTIOQUIA,MEDELLIN,COLEGIO EUCARISTICO,3976,3084,7060,20,"09COMUNA 9
BUENOS AIRES",CRA 28 No 42-62,6.235542948,-75.55359614,,,,,,,,
115,01,001,17,06,ANTIOQUIA,MEDELLIN,SENA - SEDE BUENOS AIRES,1581,1607,3188,10,"09COMUNA 9
BUENOS AIRES",CLL 48 No 28-00,6.239478594,-75.5523086,,,,,,,,
116,01,001,17,07,ANTIOQUIA,MEDELLIN,IE ARZOBISPO TULIO BOTERO  SALAZAR,1618,1236,2854,9,"09COMUNA 9
BUENOS AIRES",CLL 49A No 03A - 006,6.229959268,-75.5324075,,,,,,,,
117,01,001,17,08,ANTIOQUIA,MEDELLIN,IE MADRE  LAURA,1913,1631,3544,11,"09COMUNA 9
BUENOS AIRES",CLL 45 No 22A - 81,6.235315745,-75.55080625,,,,,,,,
118,01,001,17,09,ANTIOQUIA,MEDELLIN,SECCION ESCUELA ALEJANDRO ECHAVARRIA,2203,1833,4036,12,"09COMUNA 9
BUENOS AIRES",CARRERA 16 NO 49B 8,6.234911194,-75.54241158,,,,,,,,
119,01,001,18,01,ANTIOQUIA,MEDELLIN,I.E. GABRIELA GOMEZ  CARVAJAL,5280,4619,9899,28,"09COMUNA 9
BUENOS AIRES",KR 32 # 34-06,6.231497399,-75.55982194,,,,,,,,
120,01,001,18,02,ANTIOQUIA,MEDELLIN,IE FEDERICO OZANAM,6162,5688,11850,34,"09COMUNA 9
BUENOS AIRES",CRA.36  No 45 - 08,6.240489417,-75.55841591,,,,,,,,
121,01,001,18,03,ANTIOQUIA,MEDELLIN,ESC NORMAL SUPERIOR ANTIOQUEÑA,5330,4323,9653,28,"09COMUNA 9
BUENOS AIRES",KR 36A # 48-55,6.242462579,-75.5582034,,,,,,,,
122,01,001,18,04,ANTIOQUIA,MEDELLIN,SEC. ESC. JOSE DE SAN MARTIN,6582,5534,12116,35,"09COMUNA 9
BUENOS AIRES",CL 39 # 38- 21,6.237484303,-75.56275156,,,,,,,,
123,01,001,18,05,ANTIOQUIA,MEDELLIN,SEC. ESC. JUAN CANCIO  RESTREPO,1016,805,1821,6,"09COMUNA 9
BUENOS AIRES",CLL 45 No 31-63,6.23847368,-75.55547004,,,,,,,,
